boat_id,year,lon,lat,event,value
Dummy2,2017,-98.5,-1.5,DPL,4170570.97
Dummy2,2017,-97.5,13.5,DEL,1010478.52
Dummy2,2017,-96.5,-1.5,DPL,1446430.54
Dummy2,2017,-96.5,0.5,DPL,39520169.8
Dummy2,2017,-96.5,8.5,DEL,1175156.76
Dummy2,2017,-95.5,-0.5,DPL,2617072.24
Dummy2,2017,-95.5,0.5,DPL,29424560.88
Dummy2,2017,-95.5,3.5,OFS,451965.02
Dummy2,2017,-95.5,8.5,NOA,2349872.05
Dummy2,2017,-95.5,9.5,DEL,1146494.4
Dummy2,2017,-94.5,3.5,OFS,2386592.2
Dummy2,2017,-93.5,5.5,NOA,248792
Dummy2,2017,-93.5,5.5,OFS,1186445.8
Dummy2,2017,-91.5,-4.5,DPL,623872.84
Dummy2,2017,-90.5,-8.5,OFS,724441.46
Dummy2,2017,-88.5,-3.5,DPL,892184.63
Dummy2,2017,-87.5,-11.5,OFS,77165.19
Dummy2,2017,-86.5,6.5,DEL,163469.36
Dummy2,2017,-85.5,-8.5,OFS,99353.12
Dummy2,2017,-85.5,-3.5,DPL,3357473.87
Dummy2,2017,-85.5,8.5,DEL,872015.52
Dummy2,2017,-83.5,-13.5,OFS,1894243.88
Dummy2,2017,-83.5,2.5,DEL,1366837.07
Dummy2,2017,-83.5,4.5,DEL,2493625.32
Dummy2,2017,-80.5,-9.5,DPL,5842671.2
Dummy2,2017,-76.5,-16.5,DPL,5075939.2
Dummy2,2017,-75.5,-18.5,OFS,52619.19
Dummy2,2017,-74.5,-17.5,DPL,643048.04
Dummy3,2017,-149.5,2.5,DPL,326573.54
Dummy3,2017,-148.5,-0.5,DPL,1321232.64
Dummy3,2017,-136.5,3.5,NOA,979309.8
Dummy3,2017,-133.5,-0.5,DEL,315209.16
Dummy3,2017,-132.5,3.5,OFS,1835227.35
Dummy3,2017,-131.5,-6.5,OFS,127519.16
Dummy3,2017,-130.5,-2.5,OFS,344905.7
Dummy3,2017,-130.5,5.5,OFS,482986.55
Dummy3,2017,-130.5,9.5,DEL,573247.2
Dummy3,2017,-129.5,0.5,DPL,24717212.64
Dummy3,2017,-129.5,13.5,OFS,40867.34
Dummy3,2017,-127.5,9.5,DEL,245204.04
Dummy3,2017,-126.5,-7.5,OFS,202307.52
Dummy3,2017,-126.5,4.5,OFS,987545.2
Dummy3,2017,-126.5,9.5,DEL,319098.48
Dummy3,2017,-126.5,12.5,DEL,834002.28
Dummy3,2017,-124.5,1.5,DPL,891215.5
Dummy3,2017,-124.5,10.5,DEL,67544.82
Dummy3,2017,-123.5,5.5,OFS,1162541.26
Dummy3,2017,-123.5,6.5,DPL,3494764.19
Dummy3,2017,-122.5,-1.5,DPL,1881282.58
Dummy3,2017,-120.5,17.5,DEL,174877.66
Dummy3,2017,-119.5,-0.5,DPL,4227607.24
Dummy3,2017,-118.5,0.5,DPL,1118119.42
Dummy3,2017,-118.5,17.5,DEL,714546.9
Dummy3,2017,-117.5,1.5,DPL,7894609.74
Dummy3,2017,-117.5,10.5,DEL,1477427
Dummy3,2017,-116.5,-7.5,OFS,2253639.45
Dummy3,2017,-116.5,31.5,NOA,72667.96
Dummy3,2017,-113.5,16.5,DEL,1046944.71
Dummy3,2017,-113.5,26.5,NOA,3155553.8
Dummy3,2017,-111.5,-0.5,DPL,27639569.31
Dummy3,2017,-111.5,0.5,DPL,2580816.89
Dummy3,2017,-111.5,2.5,OFS,96660.2
Dummy3,2017,-111.5,17.5,DEL,183903.03
Dummy3,2017,-110.5,14.5,DEL,556001.52
Dummy3,2017,-109.5,-1.5,DPL,3010052.12
Dummy3,2017,-109.5,12.5,DEL,5368066.4
Dummy3,2017,-108.5,-6.5,OFS,4357047.19
Dummy3,2017,-108.5,-0.5,DPL,17535055.88
Dummy3,2017,-107.5,-0.5,DPL,11683275.4
Dummy3,2017,-107.5,12.5,DEL,254337.86
Dummy3,2017,-107.5,15.5,DEL,186140.78
Dummy3,2017,-107.5,18.5,DEL,22514.94
Dummy3,2017,-106.5,-6.5,OFS,374877.75
Dummy3,2017,-106.5,0.5,DPL,88454.39
Dummy3,2017,-105.5,-1.5,NOA,684829.75
Dummy3,2017,-105.5,-0.5,DPL,8693791.97
Dummy3,2017,-103.5,3.5,OFS,352993.54
Dummy3,2017,-102.5,-0.5,DPL,21001871.12
Dummy3,2017,-100.5,-2.5,DPL,2823033.54
Dummy3,2017,-97.5,2.5,OFS,127820.68
Dummy3,2017,-96.5,10.5,DEL,57324.72
Dummy3,2017,-95.5,-11.5,OFS,384825.59
Dummy3,2017,-95.5,-1.5,DPL,4889020.16
Dummy3,2017,-95.5,0.5,DEL,236170.87
Dummy3,2017,-95.5,1.5,DEL,115833.65
Dummy3,2017,-95.5,9.5,NOA,765884.3
Dummy3,2017,-94.5,-15.5,NOA,428192.18
Dummy3,2017,-94.5,-10.5,OFS,408575.4
Dummy3,2017,-94.5,-1.5,DPL,5158887.04
Dummy3,2017,-93.5,-1.5,DPL,2379187.76
Dummy3,2017,-92.5,-0.5,DPL,2099094.82
Dummy3,2017,-90.5,-12.5,OFS,161525.73
Dummy3,2017,-90.5,-3.5,DPL,6271081.86
Dummy3,2017,-90.5,2.5,OFS,3605088.01
Dummy3,2017,-89.5,-5.5,DPL,15014013.66
Dummy3,2017,-87.5,-7.5,OFS,2293783.3
Dummy3,2017,-87.5,-2.5,DPL,991472.09
Dummy3,2017,-86.5,-7.5,NOA,37354.35
Dummy3,2017,-86.5,-0.5,DPL,549455.25
Dummy3,2017,-86.5,7.5,DEL,9785686.72
Dummy3,2017,-84.5,-1.5,DPL,4188942.28
Dummy3,2017,-83.5,-0.5,DPL,3317151.47
Dummy3,2017,-81.5,-6.5,DPL,6045458.45
Dummy3,2017,-78.5,-13.5,DPL,5518874.5
Dummy3,2017,-76.5,-17.5,OFS,398980.1
Dummy3,2017,-75.5,-19.5,OFS,1274899.85
Dummy4,2017,-145.5,-8.5,NOA,2470339.5
Dummy4,2017,-143.5,-3.5,OFS,704425.5
Dummy4,2017,-138.5,-4.5,OFS,489571.33
Dummy4,2017,-136.5,7.5,DEL,930703.9
Dummy4,2017,-132.5,5.5,DEL,257961.24
Dummy4,2017,-131.5,-5.5,OFS,671541.86
Dummy4,2017,-130.5,8.5,DEL,127168.93
Dummy4,2017,-129.5,-7.5,OFS,1940195.44
Dummy4,2017,-127.5,9.5,DEL,106366.16
Dummy4,2017,-126.5,-1.5,DPL,1252989.79
Dummy4,2017,-126.5,4.5,OFS,6731236.35
Dummy4,2017,-125.5,9.5,OFS,263095.95
Dummy4,2017,-123.5,5.5,DEL,100318.26
Dummy4,2017,-123.5,16.5,DEL,1477581.76
Dummy4,2017,-122.5,1.5,DEL,143311.8
Dummy4,2017,-119.5,-0.5,DPL,5288685.98
Dummy4,2017,-116.5,0.5,DPL,1212536.13
Dummy4,2017,-116.5,4.5,OFS,917920.92
Dummy4,2017,-116.5,20.5,DEL,102168.35
Dummy4,2017,-115.5,11.5,DEL,1568900.86
Dummy4,2017,-114.5,-6.5,NOA,1223210.84
Dummy4,2017,-113.5,4.5,OFS,86391.6
Dummy4,2017,-113.5,11.5,DEL,301167.49
Dummy4,2017,-112.5,-0.5,DPL,786982.96
Dummy4,2017,-112.5,14.5,DEL,231667.3
Dummy4,2017,-111.5,-17.5,OFS,147407.44
Dummy4,2017,-111.5,-3.5,OFS,16468.93
Dummy4,2017,-111.5,0.5,NOA,2662074.4
Dummy4,2017,-111.5,6.5,OFS,420912.68
Dummy4,2017,-111.5,17.5,DEL,1132163.22
Dummy4,2017,-110.5,2.5,OFS,356870.5
Dummy4,2017,-110.5,19.5,DEL,1834816.26
Dummy4,2017,-109.5,-7.5,OFS,84042.71
Dummy4,2017,-109.5,13.5,DEL,420327.62
Dummy4,2017,-109.5,18.5,DEL,236406.87
Dummy4,2017,-109.5,21.5,DEL,319098.48
Dummy4,2017,-107.5,-12.5,OFS,179716.68
Dummy4,2017,-107.5,1.5,DPL,9477759.82
Dummy4,2017,-106.5,-0.5,DPL,9534419.5
Dummy4,2017,-106.5,0.5,DPL,7810480.8
Dummy4,2017,-106.5,9.5,DEL,363339.8
Dummy4,2017,-104.5,-2.5,NOA,298550.4
Dummy4,2017,-103.5,-5.5,OFS,115833.65
Dummy4,2017,-103.5,16.5,DEL,771154.66
Dummy4,2017,-103.5,17.5,DEL,185333.84
Dummy4,2017,-101.5,1.5,OFS,1578638.9
Dummy4,2017,-100.5,-1.5,DPL,1424182.83
Dummy4,2017,-99.5,2.5,DPL,7419640.1
Dummy4,2017,-98.5,-3.5,NOA,435800.75
Dummy4,2017,-98.5,12.5,DEL,265915.4
Dummy4,2017,-97.5,-0.5,DPL,265783.73
Dummy4,2017,-96.5,0.5,OFS,662061.65
Dummy4,2017,-95.5,-2.5,NOA,24902.9
Dummy4,2017,-95.5,0.5,DPL,4596264.69
Dummy4,2017,-95.5,1.5,DPL,36030.95
Dummy4,2017,-94.5,-8.5,OFS,413669.81
Dummy4,2017,-94.5,-3.5,OFS,568074.08
Dummy4,2017,-94.5,0.5,DPL,936873.95
Dummy4,2017,-94.5,2.5,OFS,719803.57
Dummy4,2017,-91.5,9.5,DEL,2198205.79
Dummy4,2017,-89.5,-4.5,OFS,835332.92
Dummy4,2017,-88.5,-8.5,DPL,630658.44
Dummy4,2017,-88.5,-1.5,DPL,2286401.35
Dummy4,2017,-87.5,-10.5,OFS,123329.08
Dummy4,2017,-87.5,-6.5,OFS,408039.35
Dummy4,2017,-87.5,-1.5,DPL,2892861.08
Dummy4,2017,-86.5,-1.5,DPL,1554774.1
Dummy4,2017,-86.5,8.5,DEL,817346.8
Dummy4,2017,-85.5,-7.5,DEL,1634693.6
Dummy4,2017,-85.5,-7.5,DPL,353453.19
Dummy4,2017,-84.5,-11.5,DPL,126233.28
Dummy4,2017,-82.5,-12.5,OFS,2000934.63
Dummy4,2017,-81.5,-6.5,NOA,1321383
Dummy4,2017,-80.5,-13.5,OFS,798460.26
Dummy4,2017,-80.5,-9.5,DPL,3222171.11
Dummy4,2017,-78.5,-18.5,NOA,652873.2
Dummy4,2017,-74.5,-20.5,DPL,40920018.02
Dummy5,2017,-145.5,2.5,OFS,923762
Dummy5,2017,-143.5,5.5,OFS,255038.32
Dummy5,2017,-138.5,4.5,OFS,872858.79
Dummy5,2017,-138.5,11.5,DEL,671835.17
Dummy5,2017,-135.5,-1.5,OFS,333571.77
Dummy5,2017,-134.5,-2.5,OFS,1032961.1
Dummy5,2017,-134.5,6.5,DEL,613010.1
Dummy5,2017,-131.5,1.5,DPL,5204645.12
Dummy5,2017,-127.5,-0.5,DPL,792191.56
Dummy5,2017,-125.5,5.5,OFS,2109389.45
Dummy5,2017,-124.5,5.5,OFS,4519090.22
Dummy5,2017,-124.5,9.5,DEL,56287.35
Dummy5,2017,-123.5,2.5,OFS,2288041.36
Dummy5,2017,-121.5,5.5,OFS,942330.52
Dummy5,2017,-118.5,5.5,OFS,437101.87
Dummy5,2017,-117.5,19.5,DEL,372281.56
Dummy5,2017,-116.5,9.5,DEL,398873.1
Dummy5,2017,-115.5,0.5,DPL,39080031.13
Dummy5,2017,-115.5,2.5,DPL,7894609.74
Dummy5,2017,-114.5,5.5,OFS,398119.3
Dummy5,2017,-114.5,6.5,OFS,54500.97
Dummy5,2017,-113.5,-10.5,OFS,129824.91
Dummy5,2017,-111.5,-3.5,OFS,407503.6
Dummy5,2017,-111.5,3.5,DEL,708512.61
Dummy5,2017,-111.5,15.5,DEL,2195111.44
Dummy5,2017,-110.5,-3.5,DEL,112574.7
Dummy5,2017,-110.5,-0.5,DPL,2493013.47
Dummy5,2017,-110.5,16.5,DEL,1473563.295
Dummy5,2017,-110.5,20.5,DEL,231667.3
Dummy5,2017,-109.5,-8.5,OFS,262226.35
Dummy5,2017,-109.5,0.5,DPL,22493915.04
Dummy5,2017,-109.5,12.5,NOA,661363.82
Dummy5,2017,-107.5,13.5,DEL,54500.97
Dummy5,2017,-106.5,-6.5,OFS,304674.16
Dummy5,2017,-106.5,15.5,DEL,115833.65
Dummy5,2017,-105.5,16.5,DEL,1160825.58
Dummy5,2017,-104.5,17.5,DEL,776479.46
Dummy5,2017,-103.5,1.5,OFS,591942.38
Dummy5,2017,-102.5,-7.5,OFS,673712.55
Dummy5,2017,-102.5,-4.5,NOA,273671.2
Dummy5,2017,-102.5,3.5,OFS,107312.74
Dummy5,2017,-100.5,13.5,DEL,106366.16
Dummy5,2017,-99.5,8.5,NOA,2247703.7
Dummy5,2017,-98.5,-2.5,DPL,31896742.14
Dummy5,2017,-97.5,-4.5,DEL,45029.88
Dummy5,2017,-97.5,-3.5,DPL,10456910.65
Dummy5,2017,-97.5,-3.5,NOA,336189.15
Dummy5,2017,-96.5,-11.5,DPL,2672103.67
Dummy5,2017,-94.5,-1.5,OFS,93049.43
Dummy5,2017,-94.5,0.5,NOA,1293718.4
Dummy5,2017,-93.5,-12.5,DPL,1579089.27
Dummy5,2017,-93.5,-2.5,DPL,1445278.77
Dummy5,2017,-93.5,-1.5,DPL,26252282.85
Dummy5,2017,-93.5,-0.5,NOA,2466581.6
Dummy5,2017,-92.5,-1.5,DPL,398876.59
Dummy5,2017,-92.5,-1.5,OFS,516855.3
Dummy5,2017,-92.5,0.5,DPL,5560335.44
Dummy5,2017,-90.5,-11.5,DPL,552071.38
Dummy5,2017,-89.5,-4.5,DPL,15701144.61
Dummy5,2017,-89.5,-3.5,DPL,6359185.57
Dummy5,2017,-89.5,7.5,DEL,1504773.9
Dummy5,2017,-88.5,-9.5,DPL,12092632.08
Dummy5,2017,-88.5,-4.5,DPL,1000562.93
Dummy5,2017,-87.5,-3.5,DPL,3087371.9
Dummy5,2017,-87.5,-2.5,DPL,11256632.63
Dummy5,2017,-87.5,0.5,DPL,445721.18
Dummy5,2017,-86.5,1.5,OFS,2254433.2
Dummy5,2017,-84.5,-11.5,DPL,126233.28
Dummy5,2017,-83.5,-19.5,OFS,1084361.72
Dummy5,2017,-83.5,-0.5,DPL,8848138.46
Dummy5,2017,-82.5,-5.5,NOA,548259.81
Dummy5,2017,-79.5,-17.5,DPL,12219475.52
Dummy5,2017,-78.5,-12.5,DPL,3751476.92
Dummy5,2017,-75.5,-16.5,NOA,6208786.61
Dummy5,2017,-74.5,-20.5,OFS,542629.35
Dummy5,2017,-74.5,-15.5,NOA,722184.1
Dummy6,2017,-146.5,4.5,OFS,126106.01
Dummy6,2017,-144.5,-8.5,OFS,420213.55
Dummy6,2017,-141.5,-1.5,OFS,719404.59
Dummy6,2017,-138.5,-1.5,OFS,1176997.77
Dummy6,2017,-137.5,9.5,DEL,320218.49
Dummy6,2017,-136.5,-1.5,NOA,659926.85
Dummy6,2017,-135.5,-3.5,OFS,431500.15
Dummy6,2017,-134.5,-6.5,OFS,256982.35
Dummy6,2017,-134.5,6.5,DEL,613010.1
Dummy6,2017,-134.5,11.5,DEL,1876505.13
Dummy6,2017,-133.5,-1.5,OFS,2576923.84
Dummy6,2017,-133.5,-0.5,DPL,13221714.94
Dummy6,2017,-132.5,0.5,DPL,47672097.48
Dummy6,2017,-132.5,4.5,OFS,218796.49
Dummy6,2017,-131.5,-1.5,DEL,347500.95
Dummy6,2017,-130.5,9.5,DEL,1144520.37
Dummy6,2017,-129.5,0.5,DPL,1341743.3
Dummy6,2017,-124.5,-4.5,OFS,2506875.74
Dummy6,2017,-124.5,-3.5,DEL,178999.63
Dummy6,2017,-123.5,9.5,DEL,429107.07
Dummy6,2017,-119.5,-6.5,OFS,743691.88
Dummy6,2017,-119.5,-2.5,DEL,393834.41
Dummy6,2017,-118.5,-0.5,DPL,1647371.19
Dummy6,2017,-117.5,-5.5,OFS,261054.11
Dummy6,2017,-117.5,0.5,DPL,314591.75
Dummy6,2017,-117.5,9.5,DEL,20433.67
Dummy6,2017,-117.5,13.5,DEL,457717.44
Dummy6,2017,-116.5,10.5,DEL,645859.86
Dummy6,2017,-115.5,17.5,NOA,103371.06
Dummy6,2017,-114.5,-2.5,OFS,653008.92
Dummy6,2017,-114.5,7.5,OFS,257952.08
Dummy6,2017,-114.5,14.5,DEL,2419830.14
Dummy6,2017,-114.5,16.5,DEL,245204.04
Dummy6,2017,-113.5,1.5,OFS,810876.02
Dummy6,2017,-113.5,4.5,OFS,413421.31
Dummy6,2017,-113.5,20.5,DEL,449540.74
Dummy6,2017,-112.5,6.5,OFS,115833.65
Dummy6,2017,-112.5,18.5,DEL,449540.74
Dummy6,2017,-110.5,-2.5,DPL,20079243.14
Dummy6,2017,-109.5,18.5,NOA,363339.8
Dummy6,2017,-108.5,19.5,NOA,106366.16
Dummy6,2017,-107.5,-2.5,DEL,78802.29
Dummy6,2017,-107.5,21.5,DEL,23166.73
Dummy6,2017,-106.5,5.5,OFS,222703.96
Dummy6,2017,-106.5,21.5,NOA,1035518.43
Dummy6,2017,-105.5,21.5,DEL,708512.61
Dummy6,2017,-104.5,-5.5,DPL,2812928.45
Dummy6,2017,-104.5,-1.5,DPL,1001974.48
Dummy6,2017,-103.5,-6.5,OFS,82713.23
Dummy6,2017,-103.5,8.5,DEL,858214.14
Dummy6,2017,-102.5,-4.5,OFS,4586689.79
Dummy6,2017,-102.5,-2.5,DEL,899081.48
Dummy6,2017,-102.5,-1.5,DPL,35770326.78
Dummy6,2017,-102.5,3.5,OFS,346096.66
Dummy6,2017,-102.5,4.5,DEL,685251.44
Dummy6,2017,-100.5,15.5,DEL,1595492.4
Dummy6,2017,-99.5,-3.5,DPL,8880471.57
Dummy6,2017,-99.5,10.5,DEL,78802.29
Dummy6,2017,-97.5,-2.5,DPL,12590620.41
Dummy6,2017,-96.5,9.5,DEL,505211.29
Dummy6,2017,-95.5,1.5,DPL,1687219
Dummy6,2017,-93.5,-17.5,OFS,256555.73
Dummy6,2017,-93.5,-1.5,DPL,6226204.09
Dummy6,2017,-93.5,-0.5,NOA,996116
Dummy6,2017,-92.5,-3.5,OFS,2762837.49
Dummy6,2017,-90.5,6.5,OFS,766924.08
Dummy6,2017,-89.5,-2.5,DPL,1598072.09
Dummy6,2017,-88.5,-3.5,OFS,231854.95
Dummy6,2017,-88.5,-2.5,DPL,3433349.06
Dummy6,2017,-87.5,7.5,DEL,1116844.68
Dummy6,2017,-86.5,1.5,DPL,697521.45
Dummy6,2017,-85.5,-11.5,NOA,2256251.4
Dummy6,2017,-85.5,2.5,DEL,258921.81
Dummy6,2017,-83.5,-10.5,OFS,797300.88
Dummy6,2017,-81.5,-9.5,DPL,1851747.55
Dummy6,2017,-81.5,-8.5,DPL,2756754.33
Dummy6,2017,-79.5,-17.5,NOA,561946
Dummy6,2017,-75.5,-16.5,NOA,597669.6
Dummy7,2017,-147.5,-1.5,OFS,4083732.16
Dummy7,2017,-145.5,-6.5,OFS,65287.32
Dummy7,2017,-145.5,0.5,DPL,45148009.55
Dummy7,2017,-145.5,1.5,OFS,784403.92
Dummy7,2017,-144.5,-9.5,NOA,1136356.17
Dummy7,2017,-144.5,-0.5,DPL,5179312.99
Dummy7,2017,-135.5,-4.5,OFS,564164.28
Dummy7,2017,-135.5,-2.5,DPL,184533.97
Dummy7,2017,-135.5,-1.5,OFS,561649.5
Dummy7,2017,-135.5,-0.5,DPL,7508327.73
Dummy7,2017,-129.5,9.5,DEL,145335.92
Dummy7,2017,-128.5,4.5,OFS,1177146.25
Dummy7,2017,-127.5,-10.5,OFS,228952.9
Dummy7,2017,-127.5,2.5,DPL,882977.64
Dummy7,2017,-124.5,-1.5,DPL,36963770.9
Dummy7,2017,-124.5,0.5,DPL,3179592.78
Dummy7,2017,-121.5,-2.5,DPL,29310023.35
Dummy7,2017,-120.5,-4.5,OFS,106578.65
Dummy7,2017,-119.5,-15.5,OFS,11257.47
Dummy7,2017,-119.5,-0.5,DPL,20642762.91
Dummy7,2017,-119.5,5.5,OFS,1555205.9
Dummy7,2017,-119.5,12.5,DEL,572142.76
Dummy7,2017,-118.5,-4.5,NOA,460894.67
Dummy7,2017,-118.5,-1.5,DPL,400076.61
Dummy7,2017,-116.5,9.5,DEL,67544.82
Dummy7,2017,-115.5,-6.5,OFS,370520.87
Dummy7,2017,-114.5,-3.5,OFS,1014671.19
Dummy7,2017,-114.5,2.5,OFS,490706.53
Dummy7,2017,-112.5,12.5,DEL,301167.49
Dummy7,2017,-112.5,20.5,DEL,509668.06
Dummy7,2017,-110.5,15.5,DEL,797746.2
Dummy7,2017,-109.5,4.5,DEL,180119.52
Dummy7,2017,-108.5,4.5,DEL,545009.7
Dummy7,2017,-108.5,4.5,OFS,1332371.21
Dummy7,2017,-107.5,3.5,OFS,228858.72
Dummy7,2017,-107.5,13.5,DEL,300954.78
Dummy7,2017,-106.5,-1.5,DPL,4750550.62
Dummy7,2017,-106.5,-0.5,DPL,6582523.1
Dummy7,2017,-105.5,-4.5,OFS,870772
Dummy7,2017,-103.5,5.5,DEL,71655.9
Dummy7,2017,-99.5,2.5,OFS,82344.65
Dummy7,2017,-99.5,14.5,DEL,33772.41
