boat_id,year,lon,lat,value
Boat1,2017,-143.5,-5.5,72.9797914447092
Boat1,2017,-143.5,-4.5,59.15638367081204
Boat1,2017,-143.5,-3.5,49.821224383809096
Boat1,2017,-143.5,-2.5,0
Boat1,2017,-143.5,-1.5,21.923630101000825
Boat1,2017,-143.5,-0.5,53922.6448090231
Boat1,2017,-143.5,0.5,0
Boat1,2017,-143.5,1.5,23.473237020947387
Boat1,2017,-143.5,2.5,136.2734506754282
Boat1,2017,-143.5,3.5,0
Boat1,2017,-143.5,4.5,18.17894556031046
Boat1,2017,-142.5,-4.5,0
Boat1,2017,-142.5,-3.5,0
Boat1,2017,-142.5,-2.5,23.240486290425917
Boat1,2017,-142.5,-1.5,19.216921413747386
Boat1,2017,-142.5,-0.5,26994.50639227214
Boat1,2017,-142.5,0.5,80878.36144597732
Boat1,2017,-142.5,1.5,0
Boat1,2017,-142.5,2.5,76.1400893872756
Boat1,2017,-142.5,3.5,93.22874633706473
Boat1,2017,-142.5,4.5,98.57084167438434
Boat1,2017,-142.5,6.5,0
Boat1,2017,-142.5,7.5,0
Boat1,2017,-141.5,-4.5,0
Boat1,2017,-141.5,-3.5,122.87370238921524
Boat1,2017,-141.5,-2.5,0
Boat1,2017,-141.5,-1.5,13.188200684773458
Boat1,2017,-141.5,-0.5,26890.469714167455
Boat1,2017,-141.5,0.5,27083.095245842072
Boat1,2017,-141.5,1.5,7.257242229276013
Boat1,2017,-141.5,2.5,101.82703776899469
Boat1,2017,-141.5,3.5,15.960795661271177
Boat1,2017,-141.5,4.5,52.455359689363966
Boat1,2017,-141.5,5.5,0
Boat1,2017,-141.5,6.5,0
Boat1,2017,-141.5,7.5,3.8180686953922516
Boat1,2017,-140.5,-4.5,0
Boat1,2017,-140.5,-3.5,0
Boat1,2017,-140.5,-2.5,0
Boat1,2017,-140.5,-1.5,0
Boat1,2017,-140.5,-0.5,0
Boat1,2017,-140.5,0.5,217.27955324084235
Boat1,2017,-140.5,1.5,18.96603239751096
Boat1,2017,-140.5,2.5,40.460186534680815
Boat1,2017,-140.5,3.5,0
Boat1,2017,-140.5,4.5,0
Boat1,2017,-140.5,5.5,0
Boat1,2017,-140.5,6.5,0
Boat1,2017,-140.5,7.5,25.325569439238432
Boat1,2017,-139.5,-4.5,0
Boat1,2017,-139.5,-3.5,0
Boat1,2017,-139.5,-2.5,99.63594938842459
Boat1,2017,-139.5,-1.5,17.010285973095815
Boat1,2017,-139.5,-0.5,53933.14204740401
Boat1,2017,-139.5,0.5,0
Boat1,2017,-139.5,1.5,0
Boat1,2017,-139.5,2.5,0
Boat1,2017,-139.5,3.5,13.783997539866052
Boat1,2017,-139.5,4.5,197.62380638560276
Boat1,2017,-139.5,5.5,0
Boat1,2017,-139.5,6.5,0
Boat1,2017,-138.5,-4.5,0
Boat1,2017,-138.5,-3.5,137.13062818304377
Boat1,2017,-138.5,-2.5,112.14849310451092
Boat1,2017,-138.5,-1.5,80908.29815798913
Boat1,2017,-138.5,-0.5,26958.510486691062
Boat1,2017,-138.5,0.5,0
Boat1,2017,-138.5,1.5,0
Boat1,2017,-138.5,2.5,0
Boat1,2017,-138.5,3.5,31.99371753805807
Boat1,2017,-138.5,5.5,11.079388001036923
Boat1,2017,-138.5,6.5,59.29400926381388
Boat1,2017,-138.5,7.5,6.414079022951709
Boat1,2017,-137.5,-5.5,43.69102936903182
Boat1,2017,-137.5,-4.5,25.035931322387444
Boat1,2017,-137.5,-3.5,0
Boat1,2017,-137.5,-2.5,40.35843949164219
Boat1,2017,-137.5,-1.5,134634.54404918966
Boat1,2017,-137.5,-0.5,162.5507717501399
Boat1,2017,-137.5,0.5,0
Boat1,2017,-137.5,1.5,0
Boat1,2017,-137.5,2.5,0
Boat1,2017,-137.5,3.5,0
Boat1,2017,-137.5,4.5,0
Boat1,2017,-137.5,5.5,5.156125221943651
Boat1,2017,-137.5,6.5,5.798725843209778
Boat1,2017,-136.5,-4.5,63.58525850993667
Boat1,2017,-136.5,-3.5,0
Boat1,2017,-136.5,-2.5,130.76013957398249
Boat1,2017,-136.5,-1.5,131.1594583914835
Boat1,2017,-136.5,-0.5,107919.80605278266
Boat1,2017,-136.5,0.5,81016.38112304774
Boat1,2017,-136.5,1.5,0
Boat1,2017,-136.5,2.5,58.56420199955756
Boat1,2017,-136.5,3.5,0
Boat1,2017,-136.5,4.5,4.60260736919903
Boat1,2017,-135.5,-4.5,36.71581016907465
Boat1,2017,-135.5,-3.5,147.22114518651009
Boat1,2017,-135.5,-2.5,0
Boat1,2017,-135.5,-1.5,0
Boat1,2017,-135.5,-0.5,115.27979738555321
Boat1,2017,-135.5,0.5,161725.09386336902
Boat1,2017,-135.5,1.5,80778.09527478059
Boat1,2017,-135.5,2.5,74.14006636993471
Boat1,2017,-135.5,3.5,0
Boat1,2017,-135.5,8.5,91.89994634864203
Boat1,2017,-135.5,10.5,0
Boat1,2017,-134.5,-8.5,120.27279806894401
Boat1,2017,-134.5,-4.5,48.66918665578117
Boat1,2017,-134.5,-3.5,0
Boat1,2017,-134.5,-2.5,0
Boat1,2017,-134.5,-1.5,107960.652285887
Boat1,2017,-134.5,-0.5,161727.12499370493
Boat1,2017,-134.5,0.5,26724.202764139227
Boat1,2017,-134.5,1.5,107996.51362653756
Boat1,2017,-134.5,2.5,1.9438843350671628
Boat1,2017,-134.5,3.5,0
Boat1,2017,-134.5,5.5,0
Boat1,2017,-134.5,6.5,0
Boat1,2017,-134.5,8.5,0
Boat1,2017,-134.5,9.5,45.826336556414994
Boat1,2017,-134.5,10.5,58.696171841133406
Boat1,2017,-133.5,-6.5,0
Boat1,2017,-133.5,-5.5,0
Boat1,2017,-133.5,-4.5,0
Boat1,2017,-133.5,-3.5,0
Boat1,2017,-133.5,-2.5,0
Boat1,2017,-133.5,-1.5,11.316396384709302
Boat1,2017,-133.5,-0.5,161967.6357281177
Boat1,2017,-133.5,0.5,93.0744910021788
Boat1,2017,-133.5,1.5,350792.17944500496
Boat1,2017,-133.5,2.5,20.48165504139255
Boat1,2017,-133.5,3.5,36.94118810786331
Boat1,2017,-133.5,4.5,0
Boat1,2017,-133.5,5.5,0
Boat1,2017,-133.5,10.5,0
Boat1,2017,-132.5,-6.5,0
Boat1,2017,-132.5,-5.5,0
Boat1,2017,-132.5,-4.5,0
Boat1,2017,-132.5,-3.5,0
Boat1,2017,-132.5,-2.5,24.398491402544924
Boat1,2017,-132.5,-1.5,0
Boat1,2017,-132.5,-0.5,161900.0752765534
Boat1,2017,-132.5,0.5,0
Boat1,2017,-132.5,1.5,215888.90766915647
Boat1,2017,-132.5,2.5,0
Boat1,2017,-132.5,3.5,18.645288142770575
Boat1,2017,-132.5,4.5,0
Boat1,2017,-132.5,5.5,59.79610995108887
Boat1,2017,-132.5,8.5,39.23714415332966
Boat1,2017,-132.5,10.5,0
Boat1,2017,-131.5,-4.5,0
Boat1,2017,-131.5,-3.5,19.10954658183311
Boat1,2017,-131.5,-2.5,32.913551798975845
Boat1,2017,-131.5,-1.5,27048.72589698584
Boat1,2017,-131.5,-0.5,269664.9829356182
Boat1,2017,-131.5,0.5,107927.12901918197
Boat1,2017,-131.5,1.5,215858.4777459193
Boat1,2017,-131.5,2.5,0
Boat1,2017,-131.5,3.5,0
Boat1,2017,-131.5,4.5,66.58713665103205
Boat1,2017,-131.5,5.5,0
Boat1,2017,-131.5,6.5,0
Boat1,2017,-131.5,8.5,156.54604729238412
Boat1,2017,-130.5,-7.5,0
Boat1,2017,-130.5,-4.5,31.466946729430116
Boat1,2017,-130.5,-3.5,0
Boat1,2017,-130.5,-2.5,0
Boat1,2017,-130.5,-1.5,0
Boat1,2017,-130.5,-0.5,162035.98957390626
Boat1,2017,-130.5,0.5,107962.79133500288
Boat1,2017,-130.5,1.5,53941.732192820156
Boat1,2017,-130.5,2.5,0
Boat1,2017,-130.5,3.5,53.48409618695147
Boat1,2017,-130.5,4.5,0
Boat1,2017,-130.5,5.5,148.2119141508862
Boat1,2017,-130.5,6.5,134.38663006744085
Boat1,2017,-129.5,-6.5,0
Boat1,2017,-129.5,-4.5,41.18643384091637
Boat1,2017,-129.5,-3.5,159.04861528331412
Boat1,2017,-129.5,-2.5,0
Boat1,2017,-129.5,-1.5,0
Boat1,2017,-129.5,-0.5,161866.89190009123
Boat1,2017,-129.5,0.5,134918.5962981243
Boat1,2017,-129.5,1.5,215809.35619858623
Boat1,2017,-129.5,2.5,63.22398745666506
Boat1,2017,-129.5,3.5,0
Boat1,2017,-129.5,4.5,0
Boat1,2017,-129.5,5.5,51.70107995324399
Boat1,2017,-129.5,6.5,76.849780721085
Boat1,2017,-129.5,7.5,91.38308452176206
Boat1,2017,-128.5,-6.5,91.31582037331812
Boat1,2017,-128.5,-4.5,23.415791101020357
Boat1,2017,-128.5,-3.5,82.09269659225167
Boat1,2017,-128.5,-2.5,71.93878161019688
Boat1,2017,-128.5,-1.5,0
Boat1,2017,-128.5,-0.5,161861.22145358755
Boat1,2017,-128.5,0.5,107983.85685750353
Boat1,2017,-128.5,1.5,107805.60585667298
Boat1,2017,-128.5,2.5,82.73835484252191
Boat1,2017,-128.5,3.5,29.387809682572957
Boat1,2017,-128.5,5.5,26.143128719715193
Boat1,2017,-128.5,6.5,59.77416027642703
Boat1,2017,-128.5,10.5,4.714824576202933
Boat1,2017,-127.5,-7.5,0
Boat1,2017,-127.5,-4.5,123.05787390651939
Boat1,2017,-127.5,-3.5,0
Boat1,2017,-127.5,-2.5,115.72765931460589
Boat1,2017,-127.5,-1.5,50.43872180799267
Boat1,2017,-127.5,-0.5,161703.73320871437
Boat1,2017,-127.5,0.5,16.504307709330305
Boat1,2017,-127.5,1.5,13.212166930620672
Boat1,2017,-127.5,2.5,0
Boat1,2017,-127.5,3.5,136.94549928938216
Boat1,2017,-127.5,4.5,0
Boat1,2017,-127.5,5.5,0
Boat1,2017,-127.5,6.5,33.486177660550055
Boat1,2017,-126.5,-7.5,68.8758973954933
Boat1,2017,-126.5,-3.5,0
Boat1,2017,-126.5,-2.5,0
Boat1,2017,-126.5,-1.5,107.51622841190556
Boat1,2017,-126.5,-0.5,135014.9122497143
Boat1,2017,-126.5,0.5,79.43660835950573
Boat1,2017,-126.5,1.5,2.2266425301700097
Boat1,2017,-126.5,2.5,82.417535209848
Boat1,2017,-126.5,3.5,0
Boat1,2017,-126.5,4.5,0
Boat1,2017,-126.5,5.5,0
Boat1,2017,-126.5,6.5,0
Boat1,2017,-125.5,-4.5,46.21327227655398
Boat1,2017,-125.5,-3.5,23.1416160935865
Boat1,2017,-125.5,-2.5,0
Boat1,2017,-125.5,-1.5,139.6409989956277
Boat1,2017,-125.5,-0.5,26957.63762305032
Boat1,2017,-125.5,0.5,130.53545826242328
Boat1,2017,-125.5,1.5,0
Boat1,2017,-125.5,2.5,179.11978147379227
Boat1,2017,-125.5,3.5,0
Boat1,2017,-125.5,4.5,0
Boat1,2017,-125.5,5.5,0
Boat1,2017,-125.5,6.5,0
Boat1,2017,-125.5,7.5,77.31017520416266
Boat1,2017,-125.5,10.5,0
Boat1,2017,-124.5,-5.5,18.66906719918372
Boat1,2017,-124.5,-3.5,25.405478882758032
Boat1,2017,-124.5,-2.5,125.82434742557163
Boat1,2017,-124.5,-1.5,15.957461177377127
Boat1,2017,-124.5,-0.5,0
Boat1,2017,-124.5,0.5,0
Boat1,2017,-124.5,1.5,48.560675035743365
Boat1,2017,-124.5,2.5,0
Boat1,2017,-124.5,3.5,0
Boat1,2017,-124.5,4.5,24.94726750327684
Boat1,2017,-124.5,5.5,0
Boat1,2017,-124.5,6.5,0
Boat1,2017,-124.5,8.5,0
Boat1,2017,-124.5,9.5,0
Boat1,2017,-124.5,10.5,36.89591118931976
Boat1,2017,-124.5,14.5,0
Boat1,2017,-123.5,-8.5,11.015331600592722
Boat1,2017,-123.5,-6.5,45.19405977052589
Boat1,2017,-123.5,-5.5,127.74891948480939
Boat1,2017,-123.5,-3.5,0
Boat1,2017,-123.5,-2.5,0
Boat1,2017,-123.5,-1.5,0
Boat1,2017,-123.5,-0.5,0
Boat1,2017,-123.5,0.5,124.01483645540898
Boat1,2017,-123.5,1.5,0
Boat1,2017,-123.5,2.5,97.94562291695706
Boat1,2017,-123.5,3.5,58.182592340113715
Boat1,2017,-123.5,4.5,5.254350234409669
Boat1,2017,-123.5,5.5,94.28252946851761
Boat1,2017,-123.5,6.5,0
Boat1,2017,-123.5,7.5,158.53798821541452
Boat1,2017,-123.5,10.5,0
Boat1,2017,-122.5,-6.5,53.14542501471766
Boat1,2017,-122.5,-5.5,0
Boat1,2017,-122.5,-4.5,88.20415706098534
Boat1,2017,-122.5,-3.5,0
Boat1,2017,-122.5,-2.5,0
Boat1,2017,-122.5,-1.5,0
Boat1,2017,-122.5,-0.5,0
Boat1,2017,-122.5,0.5,69.21485525377304
Boat1,2017,-122.5,1.5,0
Boat1,2017,-122.5,2.5,46.09295682235687
Boat1,2017,-122.5,3.5,184.66001308036596
Boat1,2017,-122.5,4.5,0
Boat1,2017,-122.5,5.5,0
Boat1,2017,-122.5,6.5,0
Boat1,2017,-122.5,13.5,0
Boat1,2017,-121.5,-6.5,0
Boat1,2017,-121.5,-4.5,0
Boat1,2017,-121.5,-3.5,0
Boat1,2017,-121.5,-2.5,26.83140602882797
Boat1,2017,-121.5,-1.5,68.07004500709328
Boat1,2017,-121.5,-0.5,0
Boat1,2017,-121.5,0.5,0
Boat1,2017,-121.5,1.5,0
Boat1,2017,-121.5,2.5,0
Boat1,2017,-121.5,3.5,173.5505497988454
Boat1,2017,-121.5,4.5,68.7833735235605
Boat1,2017,-121.5,5.5,27.679100080291686
Boat1,2017,-121.5,6.5,0
Boat1,2017,-121.5,9.5,0
Boat1,2017,-120.5,-8.5,22.526058851296384
Boat1,2017,-120.5,-7.5,49.590414387183976
Boat1,2017,-120.5,-5.5,0
Boat1,2017,-120.5,-4.5,0
Boat1,2017,-120.5,-3.5,0
Boat1,2017,-120.5,-2.5,47.209825803777214
Boat1,2017,-120.5,-1.5,17.668761203555874
Boat1,2017,-120.5,-0.5,89.67308948523562
Boat1,2017,-120.5,0.5,0
Boat1,2017,-120.5,1.5,0
Boat1,2017,-120.5,2.5,0
Boat1,2017,-120.5,3.5,11.219046974525835
Boat1,2017,-120.5,4.5,0
Boat1,2017,-120.5,5.5,0
Boat1,2017,-120.5,6.5,0
Boat1,2017,-120.5,8.5,0
Boat1,2017,-120.5,13.5,100.45664227301035
Boat1,2017,-119.5,-9.5,0
Boat1,2017,-119.5,-7.5,0
Boat1,2017,-119.5,-5.5,144.1269087639487
Boat1,2017,-119.5,-4.5,0
Boat1,2017,-119.5,-3.5,0
Boat1,2017,-119.5,-2.5,19.364775539461508
Boat1,2017,-119.5,-1.5,24.94531346273294
Boat1,2017,-119.5,-0.5,0
Boat1,2017,-119.5,0.5,0
Boat1,2017,-119.5,1.5,0
Boat1,2017,-119.5,2.5,0
Boat1,2017,-119.5,3.5,0
Boat1,2017,-119.5,4.5,31.252600861035518
Boat1,2017,-119.5,5.5,69.36632642550461
Boat1,2017,-119.5,6.5,0
Boat1,2017,-119.5,12.5,0
Boat1,2017,-119.5,13.5,150.05844833963934
Boat1,2017,-118.5,-10.5,0
Boat1,2017,-118.5,-9.5,51.762457990944185
Boat1,2017,-118.5,-6.5,0
Boat1,2017,-118.5,-5.5,87.60859191870475
Boat1,2017,-118.5,-3.5,0
Boat1,2017,-118.5,-2.5,0
Boat1,2017,-118.5,-1.5,107.85779561333429
Boat1,2017,-118.5,-0.5,80812.95185912766
Boat1,2017,-118.5,0.5,30.79838102191906
Boat1,2017,-118.5,1.5,15.929012138303461
Boat1,2017,-118.5,2.5,0
Boat1,2017,-118.5,3.5,15.298073652334255
Boat1,2017,-118.5,4.5,0
Boat1,2017,-118.5,5.5,20.393156680003628
Boat1,2017,-118.5,6.5,0.016993397038905664
Boat1,2017,-118.5,7.5,0
Boat1,2017,-118.5,8.5,82.55759956155816
Boat1,2017,-118.5,17.5,84.987273837471
Boat1,2017,-117.5,-11.5,0
Boat1,2017,-117.5,-8.5,229.59327486284585
Boat1,2017,-117.5,-7.5,0
Boat1,2017,-117.5,-6.5,53.55185823896185
Boat1,2017,-117.5,-5.5,59.46223677136236
Boat1,2017,-117.5,-4.5,38.609712903377435
Boat1,2017,-117.5,-3.5,33.768181457259665
Boat1,2017,-117.5,-2.5,0
Boat1,2017,-117.5,-1.5,0
Boat1,2017,-117.5,-0.5,161912.26262495088
Boat1,2017,-117.5,0.5,0
Boat1,2017,-117.5,1.5,115.77457249791846
Boat1,2017,-117.5,2.5,76.77632285654825
Boat1,2017,-117.5,3.5,0
Boat1,2017,-117.5,4.5,78.12567513590756
Boat1,2017,-117.5,5.5,36.12990381866933
Boat1,2017,-117.5,6.5,0
Boat1,2017,-117.5,7.5,21.738598810960745
Boat1,2017,-117.5,8.5,5.06019092535536
Boat1,2017,-117.5,10.5,59.13120134800541
Boat1,2017,-117.5,16.5,27.524688572490362
Boat1,2017,-117.5,17.5,0
Boat1,2017,-117.5,24.5,44.03104843791786
Boat1,2017,-116.5,-8.5,48.625238307632905
Boat1,2017,-116.5,-7.5,98.01419408242101
Boat1,2017,-116.5,-4.5,41.18079119163855
Boat1,2017,-116.5,-3.5,181.5296931292918
Boat1,2017,-116.5,-2.5,0
Boat1,2017,-116.5,-1.5,107836.91103053659
Boat1,2017,-116.5,-0.5,161944.63523210914
Boat1,2017,-116.5,0.5,191.75801158390848
Boat1,2017,-116.5,1.5,0
Boat1,2017,-116.5,2.5,0
Boat1,2017,-116.5,3.5,0
Boat1,2017,-116.5,4.5,0
Boat1,2017,-116.5,5.5,0
Boat1,2017,-116.5,6.5,71.39346191914288
Boat1,2017,-116.5,7.5,0
Boat1,2017,-116.5,10.5,0
Boat1,2017,-116.5,13.5,47.047176824974265
Boat1,2017,-115.5,-9.5,0
Boat1,2017,-115.5,-8.5,1.9293491753656213
Boat1,2017,-115.5,-7.5,187.53093116858554
Boat1,2017,-115.5,-6.5,0
Boat1,2017,-115.5,-5.5,0
Boat1,2017,-115.5,-4.5,0
Boat1,2017,-115.5,-3.5,36.256026101001844
Boat1,2017,-115.5,-2.5,0
Boat1,2017,-115.5,-1.5,134927.73638420497
Boat1,2017,-115.5,-0.5,54029.35468656899
Boat1,2017,-115.5,0.5,0
Boat1,2017,-115.5,1.5,80859.79233208112
Boat1,2017,-115.5,2.5,0
Boat1,2017,-115.5,3.5,69.76414616925537
Boat1,2017,-115.5,4.5,34.92126002299082
Boat1,2017,-115.5,5.5,0
Boat1,2017,-115.5,9.5,0
Boat1,2017,-115.5,13.5,0
Boat1,2017,-114.5,-11.5,2.6204170835716614
Boat1,2017,-114.5,-9.5,65.71454289255408
Boat1,2017,-114.5,-8.5,0
Boat1,2017,-114.5,-7.5,0
Boat1,2017,-114.5,-6.5,83.77284973344267
Boat1,2017,-114.5,-5.5,0
Boat1,2017,-114.5,-4.5,282.38193254810386
Boat1,2017,-114.5,-3.5,67.38594226302675
Boat1,2017,-114.5,-2.5,0
Boat1,2017,-114.5,-1.5,107698.93876482543
Boat1,2017,-114.5,-0.5,21.547500819563155
Boat1,2017,-114.5,0.5,53908.47755672358
Boat1,2017,-114.5,1.5,107771.98418992016
Boat1,2017,-114.5,2.5,128.6353759487825
Boat1,2017,-114.5,3.5,0
Boat1,2017,-114.5,4.5,0
Boat1,2017,-114.5,5.5,167.563899604182
Boat1,2017,-114.5,6.5,92.40788628250607
Boat1,2017,-114.5,7.5,0
Boat1,2017,-114.5,10.5,28.933059505787462
Boat1,2017,-114.5,18.5,0
Boat1,2017,-113.5,-16.5,0
Boat1,2017,-113.5,-10.5,0
Boat1,2017,-113.5,-9.5,45.95461132307873
Boat1,2017,-113.5,-6.5,0
Boat1,2017,-113.5,-5.5,0
Boat1,2017,-113.5,-4.5,0
Boat1,2017,-113.5,-3.5,58.918742939795024
Boat1,2017,-113.5,-2.5,0
Boat1,2017,-113.5,-1.5,134876.12481843986
Boat1,2017,-113.5,-0.5,0
Boat1,2017,-113.5,0.5,161735.36120540998
Boat1,2017,-113.5,1.5,80827.08376097893
Boat1,2017,-113.5,2.5,0
Boat1,2017,-113.5,3.5,87.9585459577156
Boat1,2017,-113.5,4.5,0
Boat1,2017,-113.5,5.5,23.20438892302689
Boat1,2017,-113.5,6.5,0
Boat1,2017,-113.5,7.5,0
Boat1,2017,-113.5,23.5,0
Boat1,2017,-113.5,24.5,89.90666446178048
Boat1,2017,-112.5,-13.5,173.37128468669582
Boat1,2017,-112.5,-9.5,77.67110033285832
Boat1,2017,-112.5,-8.5,0
Boat1,2017,-112.5,-5.5,0
Boat1,2017,-112.5,-4.5,84.83929773849826
Boat1,2017,-112.5,-3.5,0
Boat1,2017,-112.5,-2.5,6.060243739351927
Boat1,2017,-112.5,-1.5,134742.36142253177
Boat1,2017,-112.5,-0.5,1.8094976257107955
Boat1,2017,-112.5,0.5,161888.32507644442
Boat1,2017,-112.5,1.5,37.13907870081012
Boat1,2017,-112.5,2.5,140.47014414037025
Boat1,2017,-112.5,3.5,0
Boat1,2017,-112.5,4.5,288.07860777517004
Boat1,2017,-112.5,5.5,0
Boat1,2017,-112.5,6.5,0
Boat1,2017,-112.5,7.5,0
Boat1,2017,-112.5,11.5,0
Boat1,2017,-112.5,23.5,0
Boat1,2017,-112.5,24.5,0
Boat1,2017,-111.5,-13.5,131.8904646051975
Boat1,2017,-111.5,-11.5,43.59481759032938
Boat1,2017,-111.5,-9.5,74.44689403962865
Boat1,2017,-111.5,-8.5,0
Boat1,2017,-111.5,-7.5,197.07531050894488
Boat1,2017,-111.5,-5.5,0
Boat1,2017,-111.5,-4.5,45.62999392668357
Boat1,2017,-111.5,-3.5,0
Boat1,2017,-111.5,-2.5,69.20858981920766
Boat1,2017,-111.5,-1.5,107997.21917538269
Boat1,2017,-111.5,-0.5,49.28870323542918
Boat1,2017,-111.5,0.5,107987.61022000675
Boat1,2017,-111.5,1.5,41.359937052661614
Boat1,2017,-111.5,2.5,0
Boat1,2017,-111.5,3.5,0
Boat1,2017,-111.5,4.5,0
Boat1,2017,-111.5,6.5,97.66951295565033
Boat1,2017,-111.5,8.5,0
Boat1,2017,-111.5,18.5,0
Boat1,2017,-110.5,-11.5,0
Boat1,2017,-110.5,-9.5,0
Boat1,2017,-110.5,-8.5,0
Boat1,2017,-110.5,-7.5,1.4214211923996554
Boat1,2017,-110.5,-4.5,23.52714188730822
Boat1,2017,-110.5,-3.5,0
Boat1,2017,-110.5,-2.5,179.47486393185315
Boat1,2017,-110.5,-1.5,134958.64603294956
Boat1,2017,-110.5,-0.5,0
Boat1,2017,-110.5,0.5,0
Boat1,2017,-110.5,1.5,162.02349143959245
Boat1,2017,-110.5,2.5,0
Boat1,2017,-110.5,3.5,123.68285932026217
Boat1,2017,-110.5,4.5,0
Boat1,2017,-110.5,5.5,0
Boat1,2017,-110.5,6.5,21.490723743460123
Boat1,2017,-110.5,8.5,191.8222055589209
Boat1,2017,-110.5,17.5,0
Boat1,2017,-109.5,-12.5,11.158649087422745
Boat1,2017,-109.5,-11.5,80.1510691689171
Boat1,2017,-109.5,-9.5,117.50331704650712
Boat1,2017,-109.5,-8.5,138.37452081552482
Boat1,2017,-109.5,-7.5,95.04448181104758
Boat1,2017,-109.5,-6.5,164.2214375538793
Boat1,2017,-109.5,-5.5,15.937265121336107
Boat1,2017,-109.5,-4.5,0
Boat1,2017,-109.5,-3.5,153.98335896499455
Boat1,2017,-109.5,-2.5,0
Boat1,2017,-109.5,-1.5,134788.68051113148
Boat1,2017,-109.5,-0.5,134909.59398257922
Boat1,2017,-109.5,0.5,92.6690275801047
Boat1,2017,-109.5,1.5,39.72923656500208
Boat1,2017,-109.5,2.5,0
Boat1,2017,-109.5,3.5,39.750729521862446
Boat1,2017,-109.5,4.5,86.3230387858696
Boat1,2017,-109.5,5.5,0
Boat1,2017,-109.5,6.5,40.61830288871058
Boat1,2017,-109.5,10.5,0
Boat1,2017,-108.5,-12.5,0.8612276193590481
Boat1,2017,-108.5,-9.5,0
Boat1,2017,-108.5,-8.5,124.53340401403416
Boat1,2017,-108.5,-7.5,0.49269331480134043
Boat1,2017,-108.5,-6.5,0.9344911465473615
Boat1,2017,-108.5,-5.5,14.67938687253991
Boat1,2017,-108.5,-4.5,53849.067436279605
Boat1,2017,-108.5,-3.5,215742.91533673907
